band_id,bucket_hash,notice_id
13,778db25b1e7cfbe4ea8a142c849e5164eedb1747,N000146
14,3097093a0d8d7ff8ad2c0cdaa9df2a6deb25d8a9,N000146
15,fcc21ef18c351e01df56ad77f11047dca622afd1,N000146
16,3480a68656f0a0058268cdb863f8881458a37855,N000146
17,ad4934228ebf1c28b59cc4caf5cef1d0f42a23d2,N000146
18,31e56d1210a0dac9c211ed59540f7055c49f6030,N000146
19,c5b380d60896c88a0b2940badfa3b363de028712,N000146
20,3905da6503f4dec7fa7dd881cbb14ba3417c3fd6,N000146
21,0ef257bb30c18fdcf0ad2ea335bf88ae4a7657b1,N000146
22,d3e659bebb9c6f84b4b263d9570fa2a620547760,N000146
23,a43b87aeec57a3ddf41beab9d201a3526483e033,N000146
24,27b5543b74ff3c65f15aac821d6dcf8186a859f5,N000146
25,7ff7ba9e7b5806a0c657c7811ca12b18aa8f91d6,N000146
26,867679e443a2544e39dfb6bb555631cfa549433f,N000146
27,331e3612b4338a1b8aa8f7ac5817c8aa37be1c08,N000146
28,b7cc76fd94f73aa2926432434de83f87dd3a1353,N000146
29,b876a59e5af8c1848527abd4452219a623840445,N000146
30,7ca0fca2e13b751a56dcec7abac68cc70d0f431e,N000146
31,541a04a89db387c5d22dc8653e6d3ccc9ca9d179,N000146
0,6f0339573cf7713b3f9e14cbad48cfe6b0f03a75,N000154
1,253b687612721b0f714aa745650b8122383379e0,N000154
2,07c7700dfc9434abeb4b57c33e3835416555555f,N000154
3,a524078716ef482fe735a5f64f44a0f104fc61a1,N000154
4,359a538799e236f2788ad03367024978fe3eb8a8,N000154
5,32d6336886b48ef4740b5007fad9b68d17cf6dbb,N000154
6,603620b7c9884879174dfcf06826c374de8e24bd,N000154
7,2fb257d9cd640e87bb5a28a4d4002d6892254134,N000154
8,acb6583b713d9a68e1bfd394c0b7c2fcf214d1a9,N000154
9,882caa572a042d5bfac10dd7bf9356d88f8a0a7c,N000154
10,ef6eaec1fdd0da54986252e8e45b2c4f1d1e08e2,N000154
11,e960a4208563fac236ab7db6f2245f6bf6f5b89b,N000154
12,6541f6baafbb5e482fa021c85df43d9933713a1e,N000154
13,8a48aaf13c6ab303c248261809191cd3f2948408,N000154
14,019311c76fcb734e9e197c77b17a87aa731f73f2,N000154
15,bf2c5b01c386c140d3bedd9c9aa7eb6b8a8c9974,N000154
16,939b0184d67071eacb3aa6d83459b4b6ed17bb93,N000154
17,7c63e3c8097f12d3d2a2167b22cf8d983216062b,N000154
18,293e16f0de61acbc1d9aeb5f73aab741ca58cda7,N000154
19,fa5ab090fe319926de4369df809daa0fb66e3b45,N000154
20,7a92cb5f311ecc9cd7fe6ec07ee7c90c01469913,N000154
21,6db2e3208a5d62fcff3bb3d0a983a6b7978bc1a8,N000154
22,393c069e98fc177c2b22ceacb1b84b3e0b02d087,N000154
23,f17e2a237584a9ecb6a618ab18e706f0a2f8bb7e,N000154
24,e59408ff3037f525c40a5a314bf414491c47e286,N000154
25,a3ed9a63781aa8cf58158e61e745a9539a4b09c7,N000154
26,334898824ef86e0f99f4919e3189279b0edab742,N000154
27,edd1c79f22bd6ef844ba1442d69a3cb6ebcde90e,N000154
28,6952af92a58bff9d80cf4a99d703f731a8a73634,N000154
29,932f08f32b41f276c9777e50bf2a0188865091e6,N000154
30,7dcb9d9711e205e808b2c08123de5bff33f49542,N000154
31,c59f20b91a080cac08fee91809ad084fb355bc54,N000154
0,323924db890aa7a1003f69a0d2dd37a67fb8a432,N000162
1,550a3877c32a9fa64ae4092d84250bbafbe25421,N000162
2,184a5733e1d368dbd22eca3c476836e6528230a0,N000162
3,43ecf66a8c789b97232c08a224d707d162907223,N000162
4,7d520ae2f89b3d6d2f589d5b7c2abb8eae3b4633,N000162
5,017119304d9d2b9934e083cb71377cd05101005e,N000162
6,40a472064aea23000e693fdfcfae32a9bcbd63e0,N000162
7,400b989a59034dbcc006eab15282a00793a774c2,N000162
8,2acd875a1c7ee57f0de39f788a0ba8c25704928f,N000162
9,743603f46c13ad31b58298241dc3f7b4e9ccf9cb,N000162
10,002741a48d37afd86a74bdfbcf457f1c96cec265,N000162
11,2036e75bbeb967700ebfd82140e1524174fedb51,N000162
12,8a76a3c706c1cdd7cb6b7acc9e5f7f9b575eaf88,N000162
13,c4b916fc39fa92a654c0c2e4b3f4090f7ccaf4c5,N000162
14,4e8d11ff692809caeb9a544b1e4e5a9ea05bf293,N000162
15,1f005c8c85a14a6b5d5911a3c3a2f1a8192c1bb4,N000162
16,114e951728bb3b9b82799bd6541361160cf05fff,N000162
17,590b1d7d2b20f55238b189bacda9e2e69066bd81,N000162
18,f0784db67aa5e20079c8890c13b5038c4c0956df,N000162
19,48493c75d8fcca18fe6bc4d28b2660c64b52a664,N000162
20,6047ece21dfbb2e716d93752494724a2af0a1d92,N000162
21,6b3de32d1bb7108ddfa204a8ce0e86734e6850db,N000162
22,fce72fc45cff3df79972ca1958f22b7c07c4d5e1,N000162
23,daa0a778e39aa6e9a0264e76690dcf1f4242c686,N000162
24,cf4eaf9e39cf219c3d0b7f1331a1877ee9942e66,N000162
25,856b42fd1c36c51dbb4c6556fe8d7972e77c4872,N000162
26,e66ebc29853b077d17c1a04ba3e8443ddc9f3bb2,N000162
27,5622a9084eede38554c9e1ccb873bea791999499,N000162
28,9d4fc53b65238d8df0601485914b048b8847ca58,N000162
29,9fbc416e973a78d6e2a3194b4fc281ddb5ba64ea,N000162
30,c700b7568021129b65b378201c84cd3a261e3eb9,N000162
31,beee1b31d1de27fe1917812ff34ce09c7484b9e8,N000162
0,4930a4a7a14a04262408e9e80504e97539e4d581,N000170
1,fa6ab246f088cb6c6db1390d69e2953791e5cea5,N000170
2,efdf8d14e6161afbcd1aaf80c7bb350d0ca25f72,N000170
3,0396275e7e643acd2b3180a5e36fa244e00d1316,N000170
4,9e17a4190a44e2fc13cbc9076c6034eb9e1f459b,N000170
5,003ca091d00fc75cf710cadc85a7e0fab3ef170d,N000170
6,32ab0760b43830d1cdce8c77ab56d04fdeff9aac,N000170
7,88c0f771075f627b3599ce1a2602c3b0c32435d9,N000170
8,2270fa3301f36bc644e24651fbfc59d6f1e067a6,N000170
9,b2a5ec25473d93ed4d68da827ce4cc10835215d2,N000170
10,c8a348766280737355e44a214d66fc9ee6f1a3ef,N000170
11,21c80d7623194a6c7f130c3d4a9fd3e581a51705,N000170
12,22bcbd76cd237146a9cfaa15d55d1a9bbe21e7a9,N000170
13,60429a96a213797ccf204d8a078bbd2b46803237,N000170
14,a09159ed6b5b3544e4c19a5fb417a6b7c852b0fb,N000170
15,488ed7d993b2042679cdb65a828d27e72e93cd9c,N000170
16,e000c13ebd9a154eabd09411db65baba2f0d6176,N000170
17,72a777decc824a30a759da4bebfa3159cb9cc239,N000170
18,ec9b69b04db4082544daa8137e5a40b367afa813,N000170
19,25d5131577494a85a527acc00227b50b8e446b7a,N000170
20,1fde4142a7800e30344f79adad490d1d8538603e,N000170
21,2fcc5d6471b32924b463cd46b4e5d9f44cc720ec,N000170
22,a026bcbf44f3ed1f3294bf0049c5b26e846260aa,N000170
23,4aaf77f1212b1bac2892ae734383b8268cf4200b,N000170
24,bcc5d9d9220dcaf01802816aaa62709fb17e5b99,N000170
25,906029f551c8ea43992577c5ebeb824ec4a71e05,N000170
26,e51801b4e617b80c471c03854d9012e6a4efeedc,N000170
27,b5b940f47f08b8748896223bd322e2c53cc78635,N000170
28,76d7028fd12fa3c63ce67e0639713daebba853d5,N000170
29,2f256c671601f024ac506f96c06cc44a2703a4ec,N000170
30,c6bcff10b08e7c7307ff2258bf9acf5af23c7984,N000170
31,17b52f4605aec1dd2d85d1e341c4ea3c57c77daf,N000170
0,c91555eb7fb8f25baa80b6eb62244bc060acbc95,N000178
1,9c7b8f294c70a3827170d3875c97320b49969da5,N000178
2,9a212700f9b869240bebfeb94f4ebdb04b12dd90,N000178
3,b9594569d6fe156fd56fd7b41a09154ef40ecbc9,N000178
4,a5f288468df132754a3000d7b1220a851224aadb,N000178
5,e9284423c36c6c3f804c30a6c531faed90f934b3,N000178
6,3c50e50aa196cd19c1fd336bc1146ea11646549f,N000178
7,d87b3173a4121bcbbb94384fd218a7d5cfe5ca03,N000178
8,6e6cd2191de7c3f7438ab55869c196cb7997e646,N000178
9,d1a58b57716f70d22bae4c9486c859fc592f18eb,N000178
10,321d83938f29cb560ddd63a5f12710da040fd8a8,N000178
11,895b95f63e2288b37675b03b22e216633744c3c4,N000178
12,e2c286de54a012db66bb782e1e1386bc2ecf1924,N000178
13,1ed65a9b1c913f5e231f922af8800adcaf019612,N000178
14,83a29196a1311dc0a216f35bfd3485d3d6228014,N000178
15,5df54305f04e1ee5b0c26c008e23d166f6542aab,N000178
16,efe7522e19696ff8b82e3754508a5a14b042321c,N000178
17,2534483b4b17fb6afdd1e9b5270205a1f4543fa2,N000178
18,30bd384ba1b420f3f6bd4ad5709374b409e52a23,N000178
19,3d2ae9d389fc8befbe83e561e2066b21f7406805,N000178
20,62eb8b2cbd8c77275fefdea094251699dd3addf2,N000178
21,4648b4899fa904b149ec312136067f08231e3d3b,N000178
22,e994fbeffd2787818a4e2294a71f4fb163f185e5,N000178
23,f3708b3f45ee881300960a48f7e72d7846c23e4f,N000178
24,7e13c2408188b965afb08e6ae4943301f596a647,N000178
25,caa1704b097d6bbbc8d66893da8efda5cd1c9709,N000178
26,5ada69810c429b8f3b5b7b1e53eae4e2fdbf8d7b,N000178
27,5e49eac1a07b13b03f8d537bf9efa98b6577b452,N000178
28,95b23c1a201d1d5bca5dd12c8e82d648fc3e31e9,N000178
29,6b52945d7c62957c7ecda50ca045bcd13a80e9fc,N000178
30,19ba77852562dbf1d1746a80525424a681609ca8,N000178
31,e4b2de2ebb1ad7e06716d821ad3ec5c332ea0d27,N000178
0,bcd3cdf38fc5ec102de2f018b5171f07f02c0620,N000186
1,5ccc5877a153a380eed68d82b8c170060ea2cb6a,N000186
2,ba10d8bfdffbbc0844c8f00d0db16a879b75fd97,N000186
3,0186a4fafe340ffcf4d272dbf4a34644f54f805f,N000186
4,830ccff8a3ec22d382d8e5328a2e3754fbe4d6d8,N000186
5,be6eb68611a7ebcd88d178a3cc4b0760574efef0,N000186
6,b832db28dad8509deff768a6aec9bde85f26fdfc,N000186
7,fb1ab05ee6dad3664a22facfefb9db3e144207f0,N000186
8,17ab9e61a15a78a85f6fccfbe5970a26aaa8ea9f,N000186
9,4d56c7766c1c11d50d8beab5ac4d24d3f33b290f,N000186
10,55437d72b115ebb4dcce61ce45881d1dec7ebdd4,N000186
11,f7492b0b0ffb7582e0508b11cb16162afafad40b,N000186
12,b7c00961d71c0dec2b2f1c3b728a851a693bca00,N000186
13,0f40bef08e4b961e0674a7330d434befb2f40c5a,N000186
14,a84e388890e16d6b9504d97fe3185c71011501d3,N000186
15,f3b97e5b47adbb96bf7ee6d181418875321b200a,N000186
16,d15239f06097f31b75101ff7fb05790dfe5e2860,N000186
17,6cff4cbc66d3c04264ab6c1be9b502ad06d18d59,N000186
18,414eaa41d7f3e0f6bcd0860298da1da487489e8d,N000186
19,907ccf191498556e65029194997fa6ecf384019e,N000186
20,5bb19831b2f6af4dec22ea0695eea2b625451486,N000186
21,6b10ba7376d3898d5f3104b3aec0bed0038d6aad,N000186
22,9f21b386a7544b2eb3026f53313459c4f33bf227,N000186
23,806f9555794e6e497b9564d61995250d8f33e57a,N000186
24,0780c4195b03375e95c03711f3187eba780e0b6c,N000186
25,4af5dfa06bfee82bdc3c8cb50b74eacdabaeac9b,N000186
26,8f5df1e95c0293351edd34a131454c7fc8f19dbf,N000186
27,b71f7d3d5b00c8bdf09dd9702126772edd3d5006,N000186
28,6573fa2738c2a9313bb6cf274f9e25b3820f7847,N000186
29,789ed82a33b85424e8fda4aa16cf5e156e95024c,N000186
30,105c17e4eef20999aee5efa9055d76bb83d8568f,N000186
31,669acb8e2e4b12cd4dc1256a4b932f606a5bec9f,N000186
0,3d4823f0678ca654aaf3a8d8138508f299030cae,N000194
1,cd751d26bf8c5df7dc1d0c5e290008f5cb7744cc,N000194
2,fc643e4bbf49237cb92588488f7c030fa48dc06d,N000194
3,236ee4e2bd67bfe1a349cbef5654530af094f253,N000194
4,52b98b6b974791bddcaf649d8c92890493b80346,N000194
5,b660059ee1d4ded21b39572529bd0894e534c4f4,N000194
6,21cec2ab17b7bbb19741da2fe8124183fe7e321b,N000194
7,829ba263a57514e6d88d4b1106aa717de94d92cd,N000194
8,e02349c28eb4b6bebc67c5bafbc5d27d92f3a404,N000194
9,f55a05bfbbe23eb9e971584f389912c2b0b4d648,N000194
10,dda95d55f5dcb2428ff240c5dc855e531f314610,N000194
11,7fbef42d473ec7c6160ca6d4a34cd11aba28821e,N000194
12,82133c2a6ef2e43e4190fb4341ea28e1b54b148e,N000194
13,7dd684a65e1ee8c71aa47d8f348db2455fa431ab,N000194
14,cd15b753a47e9e0faadfac3b50a5d4f9a1a7e026,N000194
15,746b32b63c3babd16c97a2b34d0c2c08d7e1bf44,N000194
16,8d34ad9798e35e6d4e7150372ed45fb7cf6e4928,N000194
17,508ebe4f1185a71e2e4a128e1a583d244a69398a,N000194
18,02a16334d10bf0fb350dfc553764c7e3cf4fecbe,N000194
19,15086d6c9e484f98fbc203b65ee2fcc4e45010c3,N000194
20,8c32d49b475b213fd51a018503ec3ffe0b4abd78,N000194
21,8ceeb5f931b6fe994f02d7fe4de8af1135b81b22,N000194
22,1e48b117f19aae1ca4f8fdae1a8aaf45fab1add2,N000194
23,7f286fc20d1d0412689e574fbf486b6b2156f3e4,N000194
24,b2bd10b7b68a4dacb6be3349db8b164a732265e8,N000194
25,f82ff1039b3baa516372d936fecc51a28d2f4ec8,N000194
26,ce08a9e0ccc0557a7a0d3e20355d88f1d85315c0,N000194
27,78f652c780efaf19dd3ce7a4dacbaf029ff6d4d4,N000194
28,6e915be7019fbe24cb7f01c97a2847208e09cf26,N000194
29,bc3b2d62b4c2288cc7eaebd3f84c0930e4a60d2c,N000194
30,7491130b6c3c01a9634ad8d03b7bde7532884ba1,N000194
31,8731c597ba308ddca7eadf9b947533ef81ab2b14,N000194
0,bdaabee911317b37368174e3d0efc3fa40775951,N000202
1,fc92176e33989fcd5c0121c20821c03299b31f00,N000202
2,f96c29594b9ed3bd2ef6db94d3355801948cfc97,N000202
3,b931d573935774e3509fc754515c2a0878709eff,N000202
4,93fee97f2883764e51120b436fe6270c66c7d237,N000202
5,2a3741c06f79a8a7cae598c0a91201c24e18a730,N000202
6,588294600432c868a9ce967afbfc57c374da6da0,N000202
7,1d9f2b7ee4c81c4422757ea68a26fdde81d9fee0,N000202
8,25971f9fcffbf90984ba00910d6ad5d674c38cbb,N000202
9,fad48f2932fe1e6d674b5a8c49f848480e644dae,N000202
10,b172003c5f35e5cb3ad33786bf781006fc5c4f91,N000202
11,0331e4f3acf89d57e87b671960a009c434b9752d,N000202
12,84e750080ef0d6f12ffb9018cb6c61cb3dcbf84d,N000202
13,c65cf2b1474d9c7875ef0a57fba548e0526ee474,N000202
14,b6199d41102241621c307f8664ae6076e770804a,N000202
15,60bfed00a0f4e8b6d063dab66958cc6ac896b0c8,N000202
16,077b62895fea07f4c06b9c523c875e2561ef6ba2,N000202
17,99d27a09b3e9b4f5b78b67b7b4e11824125b5dbb,N000202
18,97c05e7787b46bf15f432c770bbe05934c382b3a,N000202
19,d70a5f5ca6d63feb9e1e84056a96aaf2640789f6,N000202
20,387bd660c6f7e0c21a1b6b46651c5515cf956aa6,N000202
21,92faacf1b10d5b4b2029db422d85b61331b84543,N000202
22,b3b119e12e991ab9a86156f90cda1165af20c2b1,N000202
23,ea22df948c9954526a366609a15491c294221845,N000202
24,c4746120e2599cf4c51909ce94ec8715308a14dc,N000202
25,47ee03406ebdb72ec364ac4dc39f1ab6f7deb4a3,N000202
26,537e64c8e2db3b348ca3bd829eb04e54e481bb64,N000202
27,5b1ab6fd8b583f028d9a30f2df2a3bccd044fe5d,N000202
28,8098d4404b1aa10579067758b8ffd5440fb90b8e,N000202
29,c40ce32c7bc7e2d161f0a3f4e7c6bcb4b67d05c1,N000202
30,039c8a17b5f6995e8ec9f5c4ed23f01f65424758,N000202
31,6cd02b9d3e89ce180e4f29862b13a0666d391bbd,N000202
0,4e1060965ebd923cd38e1b9ffa479c3984b0b672,N000210
1,46cf59796d107cfcb5f2781d5053d55a26140b5a,N000210
2,725206bcbb6bab1fc66e66aa2649c5b7c18346f5,N000210
3,26e8f10c1c7fd7a51a1f6a0a4a8536c709dfc37e,N000210
4,3a5d120406c50b0ef6336d24cb2c21f72446b78b,N000210
5,0399d3a2d56db42498a635e3c0785fb2e91b2681,N000210
6,c55c875e7c3f2ba24cc1853b5c98c4a3c89b93a7,N000210
7,97560c2b8feeddef0365f464d4260abfb21bc8a0,N000210
8,ba2ac9efc2fb3e763b1c9a5ae77b6b854a1dba5f,N000210
9,e30eca1aa1af82d120ab781fdee32853ceebdab2,N000210
10,e0ae82f5da0d51a3915e3816800abccc9042035d,N000210
11,3686b12b7650284de0e5c711147ccc0d340dde0c,N000210
12,529064b8ff9ffeace5b524576b240f17275dd882,N000210
13,5772d74beaf2123f8ea2c776343d5eee690f6976,N000210
14,dab062f216f068c7ebe38521f88b661774687a5d,N000210
15,5e4b18023fd67257c182299d51a4b345374885c7,N000210
16,162a09183898c52b50d05d974ac4ddedd682d9da,N000210
17,01c1537e40df5ed19cdd0f8300b6a227c48da19b,N000210
18,70bcf526dd78fcd4b2493176499d76b33e516e0d,N000210
19,53569dc368009ac1c0adb5cf873a557f2a142c57,N000210
20,1fdacabd120fc3e21c35c0b5200ae16794142bf7,N000210
21,b329e00c9a0c75e61eb9a46ed88956e2f1946ddd,N000210
22,2bbbb4dbd8153dfcb35a3593fe8ce2d4d393d24d,N000210
23,f1301a65b538b0d687edf9605773ecefe8d0e834,N000210
24,a4005148cbe5f7e1e97bea90c24f7a5e3b5259b8,N000210
25,1335a667a8b7a540d13618402e8b3b772ad72aab,N000210
26,7159f527356b6c7b6ba948940a03256ce5434299,N000210
27,40ce778f40e9c4d3e9a16e0b1307b8261864e9f5,N000210
28,837f5137647334ec7e99975fc3d5edc6b81beb26,N000210
29,df27e58c86bb9cd01c2736b0b78aa06803131fa8,N000210
30,ac6575b0c93e02e9c628abe522732f58347ce445,N000210
31,70ef2ae547543172176d45f90451c75b5c589d89,N000210
0,1d48112ea318d506b13852459ae9fd4748ec923a,N000218
1,c9da7a5b0ccae8c8c52cc8345369b3dee1291494,N000218
2,9cb97d6a61ada88ea7f71b61d1d1e546f1d51cf8,N000218
3,7c1bb6d487e69f5eb6f3f50804087e74d7e45d3f,N000218
4,72109e3ae19451c7283cba40215732eeaf68a9e2,N000218
5,a9a2a01188eba7e409a2f622fb47bbb7d9bf8305,N000218
6,e6a518a89bd87cb9ce3aa1eca37531411e01c379,N000218
7,450553153cbed9970fd4f8e4acaf6278fe970279,N000218
8,09559e9a53b95b05a181ef8daa3d4409de884f05,N000218
9,9cf905c3b924d1181c7f8cab56505657e0c60b66,N000218
10,633a73bb4f3c99830045693dc8e190361472759f,N000218
11,a6cfcc6485722b407bf918cfbc13db8e54180794,N000218
12,5635992e5f1cda8b8ae28f1bc04ba5e628c66fd6,N000218
13,407d95750a3bbd37d695789d1baaa06f12f51ff3,N000218
14,ba027e2967d01cb4d586a9221ee1228591964f56,N000218
15,ccc777b141cb60f5ecd09b44ba6fee066be61cce,N000218
16,f0575484f9fe4884f714182303c8ce82526428bc,N000218
17,d0cef498f94eede7a4eaada8cec7abb933cdaf8b,N000218
18,21fe7d16ca2d2cd86f91fb4a0cb3a76ac0b008e7,N000218
19,b83f8b6a5972b8e3b19b38bc03f26df7832c8504,N000218
20,1af275bfdaa8a2b946bb36decdcfb48d6447647a,N000218
21,834012b3add22cf6513f987521e64b4f2bc6c0a6,N000218
22,03933e2a7787fd577d4f06bf82749d6e43a40863,N000218
23,ed4295b8c109a1a4d21157b3c8f433fb7902421f,N000218
24,bd7693b33f4ed80f4c818714f402854f507a8ad0,N000218
25,95a292ada91e95da5136fd355480fb1d4ad630bb,N000218
26,96c48ddd8d0aaec7bb52e4cc4e974fbd891af986,N000218
27,6b9a69a88c0b0b93a863858265674c36db7a460e,N000218
28,6a08071bdceefd81c1aad7046224b4518f609669,N000218
29,583dce14ca1e5b058b23186bc09439b487bc17bd,N000218
30,8f379cd4ab922a918dbe846d5ee27664292b2129,N000218
31,30593210ddfb9e726b9412fd4cb6c259df51dcd5,N000218
0,e3a14adb1783fc8410f3fd157a5d178cac6277bb,N000226
1,b0a8a85b22a84d8e02951bd9b46833a60abec740,N000226
2,5fa64316fa175e8851ca882ce4525f5592432810,N000226
3,88a3a5686d59e14e5720b3e1538f2c5af8875f95,N000226
4,d812c6ec4b01b78ebcd501cb40a23b6af451302e,N000226
5,4ec942b0a52661bbd14b6c0eb1dc097c9a3e1b73,N000226
6,6bf22bf5608b69a40b78adf0137074172152d298,N000226
7,8b60b363d622609d1247fbd3899a4ef9f69c0eac,N000226
8,5b55ab00cad3c173a799f3dfc3368385f47928f2,N000226
9,aa30d11e57c252e70866751a1ff28239eb4ac53e,N000226
10,a7aa80c108ee8982104eaaf4b5c216eeca286311,N000226
11,c7dc196f5980d9a648c82b831ce28e011812616f,N000226
12,b75cba15e72400d7c2b1c187708ae0d76992c6fe,N000226
13,564d28597ab49f074a132062b04f66e2443df3c6,N000226
14,b587f8ae11328c2b7231318ec6ea0082514ee1a9,N000226
15,748a33547e7a927d57b08f82d993e6e4b3312b2b,N000226
16,186fbce559ae6d58a514c95baf19cdf082d959cf,N000226
17,3bb3b38833664d2f26600c9be22630c5c10257a6,N000226
18,c3ffc08628d70741af8a05a40f1e81425f5d94b8,N000226
19,4b6dd778d191840016fe0d9e9fe589c3d3b3e83c,N000226
20,d70c54e038e0c0b6f4e244630ff5a88e3d3e3a89,N000226
21,32db73825dd5bd7b2b477deeb19dfbc9409f7ad2,N000226
22,ee82a53e6211c352f8cf0effc40e103f7e51129b,N000226
23,9f29492f7e187e26f2744f7e8bc11174c7994ca8,N000226
24,3c858f0d23e9e8a2117c2e42605c7fe71fbf7ecd,N000226
25,254877ecb04e32f9a81345fbce16b076fc1fac12,N000226
26,60b47cb4d7e6067d68f794a9d5cae247b38f066d,N000226
27,1a93c18a86ccdf3d72029fd26f58a9946a670661,N000226
28,9ec2f45e4b132ca06c4433180e4d4effefe0623b,N000226
29,37222112fdc790d58ff28e20a375f01bf4461b50,N000226
30,7f7db8d9291a3be9753dc0b05470e94e6a114e92,N000226
31,a1f7fcb42821109186d6a3d619886da0240e2029,N000226
0,46d6ed9bea690e6c2411cf55f56ae02b43c56b93,N000234
1,6939fba4e029c6b38cbedd724c23178bc9c25503,N000234
2,25c68bb5ffde267b0fbc7f322db11df3b4d4a9c3,N000234
3,27c57a4c38b1ec385738476ef518139aab50db9d,N000234
4,2489edca1c6c2c447f996a823bdfb0b6e7a8c7df,N000234
5,52b1211dcf560ace95d9cdf49415de25781dc02b,N000234
6,2329bfac1a347922ab3056c770cc4ba306a343e2,N000234
7,6b50e13c9474428e4252c53c09dd0440e1644043,N000234
8,1e162c5272a097dee6e9b401bfe8131d68835702,N000234
9,a349f03be91b00eab9e2109c662c78be4349e54c,N000234
10,21c9ab4866ed336ce7e43f6535fc898a68a1ae5d,N000234
11,6a5f8380897eeb21f0715f139e4ea95590fde1bf,N000234
12,e074153db0ca0e22d7d433363e0ddb895a7f374a,N000234
13,2c8b8a8cdc2220c795ee76565902310c611c8d52,N000234
14,d06f125f7cda24b97f9b4b84271237d0173d4bf9,N000234
15,985a07a836183efeddd6125d1e238483822ed20e,N000234
16,f25409bf9bfa1e686ae97a56743c592e500d21f3,N000234
17,e21fc96a5e850210bbd4422c6d16bfe2dc306561,N000234
18,5bbe1ba3f5fcaa046d900a1329d52d05ee251fa6,N000234
19,322370f145076130481b5b81667f3d99b827a3ea,N000234
20,877df9573aae0a6d452a208345122216562bf1a7,N000234
21,2398e133371b3e4d1a7778caf553fcec79ced184,N000234
22,0db35f5a620f7f07bc520cbd239b9520ab3f3b29,N000234
23,db1300ae4c90885699069fc35b509ca34fd88066,N000234
24,1ab35ddd86b9965d4a5e3d7b687bc76d6d16bd37,N000234
25,df2e75bed9c5c09f2de596596a76377ea1ab9466,N000234
26,ca15287ef639acd42147c16d4f10954b9cd29fbf,N000234
27,0f2d8ee5025ea2f9080ef2e7e40c494089c781db,N000234
28,79617450ae437aa967e9e4e3d8419c424dc8c058,N000234
29,5e32afb1d19165a3f8a430ea7295bfa13172ec96,N000234
30,d52624d23bf067b6a916c4baedf09969090e771b,N000234
31,eb0b154a3d8608b5a484f9f5e242a34414b787dd,N000234
0,a55f4ac36ed30d2f3e9945fd630345363ee041be,N000242
1,fd45d808baf9dd13de321beb3c935f3988fbcf3d,N000242
2,4b066e27f635c23fd6a6bb7f4360fec203601727,N000242
3,5cb0191ad18c07bb0034406a8ec3ed0e99a97cdc,N000242
4,60a0d71449e601ed8ab3f7fcc9a7352deb86502c,N000242
5,6b3f58ce6a468c60fe87d45506b8647080d1caa4,N000242
6,ebd44f3f88b8c716f5222011fa9544973f2a2c0f,N000242
7,e8b34640607b5ebab7ce38f5209401cf3babdcc1,N000242
8,96ae4b192d8d1dfd8826a9c11b0c7c96a22aa1b2,N000242
9,d8a8f1f44a64c82c82fd4580c885b65c62ea2271,N000242
10,0c6d0340fe3673b156a8897758de1ff9bdbbd99b,N000242
11,da5fb03211ccfcf0bb4adef08189f41ad1c8a6e5,N000242
12,33d7724ce9d9aaae77061f615ebcf9770b905a41,N000242
13,87d566863b8e7db28cb6d16d943a9ce10f357e32,N000242
14,212fcfb7cd0848baf072599e789f507af2b82707,N000242
15,ed382edec10739eb0ea47fc69a309418fc9b4dc7,N000242
16,bed0838d943b0a5c46533d94d7f83cd3c9ebc354,N000242
17,fea5ae047df7a44f6b20079754fd00bee3562119,N000242
18,f4d8b0395a9c64bd2299ad6b0f1dd693cc72db9e,N000242
19,1405f2731a1755b8ed715f0ad0b3f77399547d8c,N000242
20,814be2de6673a13bb311146a83eb9ba0f38f5143,N000242
21,0e558654f10a8eb73c2ed3094862a8ef33ed9a75,N000242
22,931c09d7495a8a6a058f3c483616ad0ff920fe19,N000242
23,1cd16667f66ae64d2169b4fe5c6027d095ac44d2,N000242
24,2bcde3ad4ddd4601afab94a88c5231c86645630d,N000242
25,6bd83387e4ecd97422001944326067d191c836b7,N000242
26,57a88564e55015de9b12ae3357ffd0b3bb098bd0,N000242
27,a95f362c0de97c8c6ef1c0894ffcc32442c01809,N000242
28,98421872b42c04476428d863c61d2bac5809e628,N000242
29,31eeb8e90f25c84d6b4e348c1cbe9df3ada9186e,N000242
30,c48f92d362db0c7d11785152b87b1154029725df,N000242
31,2187b70ed90e07c0aa6bf739ee9781a1718852aa,N000242
0,04e521488c5eb608535c0f2f32901bd2e74efc9e,N000250
1,0e553a4db133ac1e36626214d9dbaebd43874a89,N000250
2,acc56ed7cbdf4174e1a57fd5f59f2dfb8c3b5492,N000250
3,00b64f921003ddf543c46400ef1739d3c4953e6a,N000250
4,428251f9212d2d204064de5140333ac0b17b26ed,N000250
5,e7c94361632826670904ced0f3d3a21e6a3c7f3b,N000250
6,6d85469a4fe22476cf7d46210e13bf18a44d9797,N000250
7,af6f64cf8095051db5a111faa8033e950e540d32,N000250
8,77d7cd54cbd318d0b102fa97e04cc2c66a93a216,N000250
9,f45d8d3df96401c19df41e5fa81868203858fc79,N000250
10,1b3b6e87ac68c08f97221b2073c874bd8b649308,N000250
11,47beb824468ba754a3fc086c33ba7bf7ae5f5ea7,N000250
12,f15f55d57940da81e5a980003b1498dc8bed14d8,N000250
13,3aeac5897f1671acee96257c81af091fefda125d,N000250
